FIPS,State,County,age_decade,comorbidity,pop_within_comorbidity,case_fatality_rate,est_fatalities
51099,Virginia,King George County,50–59,Any,3940,0.0129896083133493,51.1790567545963
51101,Virginia,King William County,50–59,Any,2575,0.0129896083133493,33.4482414068745
51103,Virginia,Lancaster County,50–59,Any,1405,0.0129896083133493,18.2503996802558
51105,Virginia,Lee County,50–59,Any,3291,0.0129896083133493,42.7488009592325
51107,Virginia,Loudoun County,50–59,Any,54276,0.0129896083133493,705.023980815347
51109,Virginia,Louisa County,50–59,Any,6008,0.0129896083133493,78.0415667466026
51111,Virginia,Lunenburg County,50–59,Any,1718,0.0129896083133493,22.3161470823341
51113,Virginia,Madison County,50–59,Any,2054,0.0129896083133493,26.6806554756195
51115,Virginia,Mathews County,50–59,Any,1307,0.0129896083133493,16.9774180655475
51117,Virginia,Mecklenburg County,50–59,Any,4503,0.0129896083133493,58.4922062350119
51119,Virginia,Middlesex County,50–59,Any,1621,0.0129896083133493,21.0561550759392
51121,Virginia,Montgomery County,50–59,Any,9950,0.0129896083133493,129.246602717826
51125,Virginia,Nelson County,50–59,Any,2150,0.0129896083133493,27.927657873701
51127,Virginia,New Kent County,50–59,Any,3497,0.0129896083133493,45.4246602717825
51131,Virginia,Northampton County,50–59,Any,1649,0.0129896083133493,21.419864108713
51133,Virginia,Northumberland County,50–59,Any,1788,0.0129896083133493,23.2254196642685
51135,Virginia,Nottoway County,50–59,Any,2167,0.0129896083133493,28.1484812150279
51137,Virginia,Orange County,50–59,Any,5349,0.0129896083133493,69.4814148681054
51139,Virginia,Page County,50–59,Any,3723,0.0129896083133493,48.3603117505995
51141,Virginia,Patrick County,50–59,Any,2795,0.0129896083133493,36.3059552358113
51143,Virginia,Pittsylvania County,50–59,Any,9529,0.0129896083133493,123.777977617905
51145,Virginia,Powhatan County,50–59,Any,4986,0.0129896083133493,64.7661870503596
51147,Virginia,Prince Edward County,50–59,Any,2549,0.0129896083133493,33.1105115907274
51149,Virginia,Prince George County,50–59,Any,4937,0.0129896083133493,64.1296962430055
51153,Virginia,Prince William County,50–59,Any,62472,0.0129896083133493,811.486810551557
51155,Virginia,Pulaski County,50–59,Any,5084,0.0129896083133493,66.0391686650678
51157,Virginia,Rappahannock County,50–59,Any,1150,0.0129896083133493,14.9380495603517
51159,Virginia,Richmond County,50–59,Any,1266,0.0129896083133493,16.4448441247002
51161,Virginia,Roanoke County,50–59,Any,13091,0.0129896083133493,170.046962430056
51163,Virginia,Rockbridge County,50–59,Any,3374,0.0129896083133493,43.8269384492405
51165,Virginia,Rockingham County,50–59,Any,11091,0.0129896083133493,144.067745803357
51167,Virginia,Russell County,50–59,Any,4062,0.0129896083133493,52.7637889688249
51169,Virginia,Scott County,50–59,Any,3233,0.0129896083133493,41.9954036770583
51171,Virginia,Shenandoah County,50–59,Any,6175,0.0129896083133493,80.2108313349319
51173,Virginia,Smyth County,50–59,Any,4391,0.0129896083133493,57.0373701039168
51175,Virginia,Southampton County,50–59,Any,3089,0.0129896083133493,40.124900079936
51177,Virginia,Spotsylvania County,50–59,Any,19456,0.0129896083133493,252.725819344524
51179,Virginia,Stafford County,50–59,Any,21403,0.0129896083133493,278.016586730615
51181,Virginia,Surry County,50–59,Any,1200,0.0129896083133493,15.5875299760192
51183,Virginia,Sussex County,50–59,Any,1582,0.0129896083133493,20.5495603517186
51185,Virginia,Tazewell County,50–59,Any,5580,0.0129896083133493,72.4820143884891
51187,Virginia,Warren County,50–59,Any,6341,0.0129896083133493,82.3671063149479
51191,Virginia,Washington County,50–59,Any,8017,0.0129896083133493,104.137689848121
51193,Virginia,Westmoreland County,50–59,Any,2619,0.0129896083133493,34.0197841726618
51195,Virginia,Wise County,50–59,Any,5027,0.0129896083133493,65.2987609912069
51197,Virginia,Wythe County,50–59,Any,4257,0.0129896083133493,55.296762589928
51199,Virginia,York County,50–59,Any,9669,0.0129896083133493,125.596522781774
51510,Virginia,Alexandria city,50–59,Any,19579,0.0129896083133493,254.323541167066
51520,Virginia,Bristol city,50–59,Any,2195,0.0129896083133493,28.5121902478017
51530,Virginia,Buena Vista city,50–59,Any,795,0.0129896083133493,10.3267386091127
51540,Virginia,Charlottesville city,50–59,Any,4848,0.0129896083133493,62.9736211031174
51550,Virginia,Chesapeake city,50–59,Any,33106,0.0129896083133493,430.033972821742
51570,Virginia,Colonial Heights city,50–59,Any,2311,0.0129896083133493,30.0189848121502
51580,Virginia,Covington city,50–59,Any,831,0.0129896083133493,10.7943645083933
51590,Virginia,Danville city,50–59,Any,5320,0.0129896083133493,69.1047162270183
51595,Virginia,Emporia city,50–59,Any,689,0.0129896083133493,8.94984012789767
51600,Virginia,Fairfax city,50–59,Any,3287,0.0129896083133493,42.6968425259792
51610,Virginia,Falls Church city,50–59,Any,2027,0.0129896083133493,26.329936051159
51620,Virginia,Franklin city,50–59,Any,1088,0.0129896083133493,14.132693844924
51630,Virginia,Fredericksburg city,50–59,Any,3153,0.0129896083133493,40.9562350119904
51640,Virginia,Galax city,50–59,Any,829,0.0129896083133493,10.7683852917666
51650,Virginia,Hampton city,50–59,Any,17573,0.0129896083133493,228.266386890487
51660,Virginia,Harrisonburg city,50–59,Any,4464,0.0129896083133493,57.9856115107913
51670,Virginia,Hopewell city,50–59,Any,2888,0.0129896083133493,37.5139888089528
51678,Virginia,Lexington city,50–59,Any,493,0.0129896083133493,6.4038768984812
51680,Virginia,Lynchburg city,50–59,Any,7805,0.0129896083133493,101.383892885691
51683,Virginia,Manassas city,50–59,Any,5404,0.0129896083133493,70.1958433253396
51685,Virginia,Manassas Park city,50–59,Any,2329,0.0129896083133493,30.2527977617905
51690,Virginia,Martinsville city,50–59,Any,1822,0.0129896083133493,23.6670663469224
51700,Virginia,Newport News city,50–59,Any,21647,0.0129896083133493,281.186051159072
51710,Virginia,Norfolk city,50–59,Any,26154,0.0129896083133493,339.730215827338
51720,Virginia,Norton city,50–59,Any,497,0.0129896083133493,6.4558353317346
51730,Virginia,Petersburg city,50–59,Any,4398,0.0129896083133493,57.1282973621102
51735,Virginia,Poquoson city,50–59,Any,1825,0.0129896083133493,23.7060351718625
51740,Virginia,Portsmouth city,50–59,Any,11740,0.0129896083133493,152.498001598721
51750,Virginia,Radford city,50–59,Any,1635,0.0129896083133493,21.2380095923261
51760,Virginia,Richmond city,50–59,Any,27371,0.0129896083133493,355.538569144684
51770,Virginia,Roanoke city,50–59,Any,13057,0.0129896083133493,169.605315747402
51775,Virginia,Salem city,50–59,Any,3307,0.0129896083133493,42.9566346922461
51790,Virginia,Staunton city,50–59,Any,3235,0.0129896083133493,42.021382893685
51800,Virginia,Suffolk city,50–59,Any,13079,0.0129896083133493,169.891087130295
51810,Virginia,Virginia Beach city,50–59,Any,58031,0.0129896083133493,753.799960031973
51820,Virginia,Waynesboro city,50–59,Any,2868,0.0129896083133493,37.2541966426858
51830,Virginia,Williamsburg city,50–59,Any,1342,0.0129896083133493,17.4320543565148
51840,Virginia,Winchester city,50–59,Any,3497,0.0129896083133493,45.4246602717825
53001,Washington,Adams County,50–59,Any,1933,0.0129896083133493,25.1089128697042
53003,Washington,Asotin County,50–59,Any,3027,0.0129896083133493,39.3195443645083
53005,Washington,Benton County,50–59,Any,24172,0.0129896083133493,313.984812150279
53007,Washington,Chelan County,50–59,Any,9773,0.0129896083133493,126.947442046363
53009,Washington,Clallam County,50–59,Any,9668,0.0129896083133493,125.583533173461
53011,Washington,Clark County,50–59,Any,62840,0.0129896083133493,816.26698641087
53013,Washington,Columbia County,50–59,Any,577,0.0129896083133493,7.49500399680255
53015,Washington,Cowlitz County,50–59,Any,14392,0.0129896083133493,186.946442845723
53017,Washington,Douglas County,50–59,Any,5051,0.0129896083133493,65.6105115907273
53019,Washington,Ferry County,50–59,Any,1056,0.0129896083133493,13.7170263788969
53021,Washington,Franklin County,50–59,Any,8988,0.0129896083133493,116.750599520384
53023,Washington,Garfield County,50–59,Any,282,0.0129896083133493,3.6630695443645
53025,Washington,Grant County,50–59,Any,10747,0.0129896083133493,139.599320543565
53027,Washington,Grays Harbor County,50–59,Any,10054,0.0129896083133493,130.597521982414
53029,Washington,Island County,50–59,Any,10108,0.0129896083133493,131.298960831335
53031,Washington,Jefferson County,50–59,Any,4266,0.0129896083133493,55.4136690647481
53033,Washington,King County,50–59,Any,279876,0.0129896083133493,3635.47961630695
53035,Washington,Kitsap County,50–59,Any,34984,0.0129896083133493,454.428457234212
53037,Washington,Kittitas County,50–59,Any,5425,0.0129896083133493,70.46862509992
53039,Washington,Klickitat County,50–59,Any,3052,0.0129896083133493,39.6442845723421
53041,Washington,Lewis County,50–59,Any,10654,0.0129896083133493,138.391286970423
53043,Washington,Lincoln County,50–59,Any,1417,0.0129896083133493,18.406274980016
53045,Washington,Mason County,50–59,Any,8911,0.0129896083133493,115.750399680256
53047,Washington,Okanogan County,50–59,Any,5211,0.0129896083133493,67.6888489208632
53049,Washington,Pacific County,50–59,Any,2969,0.0129896083133493,38.5661470823341
53051,Washington,Pend Oreille County,50–59,Any,2034,0.0129896083133493,26.4208633093525
53053,Washington,Pierce County,50–59,Any,113276,0.0129896083133493,1471.41087130296
53055,Washington,San Juan County,50–59,Any,2449,0.0129896083133493,31.8115507593924
53057,Washington,Skagit County,50–59,Any,16112,0.0129896083133493,209.288569144684
53059,Washington,Skamania County,50–59,Any,1876,0.0129896083133493,24.3685051958433
53061,Washington,Snohomish County,50–59,Any,112867,0.0129896083133493,1466.0981215028
53063,Washington,Spokane County,50–59,Any,64603,0.0129896083133493,839.167665867305
53065,Washington,Stevens County,50–59,Any,6427,0.0129896083133493,83.484212629896
53067,Washington,Thurston County,50–59,Any,35673,0.0129896083133493,463.37829736211
53069,Washington,Wahkiakum County,50–59,Any,608,0.0129896083133493,7.89768185451637
53071,Washington,Walla Walla County,50–59,Any,7202,0.0129896083133493,93.5511590727417
53073,Washington,Whatcom County,50–59,Any,26368,0.0129896083133493,342.509992006394
53075,Washington,Whitman County,50–59,Any,4108,0.0129896083133493,53.3613109512389
53077,Washington,Yakima County,50–59,Any,27763,0.0129896083133493,360.630495603517
54001,West Virginia,Barbour County,50–59,Any,2244,0.0129896083133493,29.1486810551558
54003,West Virginia,Berkeley County,50–59,Any,16423,0.0129896083133493,213.328337330136
54005,West Virginia,Boone County,50–59,Any,2998,0.0129896083133493,38.9428457234212
54007,West Virginia,Braxton County,50–59,Any,2035,0.0129896083133493,26.4338529176658
54009,West Virginia,Brooke County,50–59,Any,3179,0.0129896083133493,41.2939648281374
54011,West Virginia,Cabell County,50–59,Any,11044,0.0129896083133493,143.45723421263
54013,West Virginia,Calhoun County,50–59,Any,1104,0.0129896083133493,14.3405275779376
54015,West Virginia,Clay County,50–59,Any,1260,0.0129896083133493,16.3669064748201
54017,West Virginia,Doddridge County,50–59,Any,1278,0.0129896083133493,16.6007194244604
54019,West Virginia,Fayette County,50–59,Any,5830,0.0129896083133493,75.7294164668264
54021,West Virginia,Gilmer County,50–59,Any,1011,0.0129896083133493,13.1324940047961
54023,West Virginia,Grant County,50–59,Any,1667,0.0129896083133493,21.6536770583533
54025,West Virginia,Greenbrier County,50–59,Any,4934,0.0129896083133493,64.0907274180654
54027,West Virginia,Hampshire County,50–59,Any,3593,0.0129896083133493,46.671662669864
54029,West Virginia,Hancock County,50–59,Any,4214,0.0129896083133493,54.738209432454
54031,West Virginia,Hardy County,50–59,Any,2055,0.0129896083133493,26.6936450839328
54033,West Virginia,Harrison County,50–59,Any,9383,0.0129896083133493,121.881494804156
54035,West Virginia,Jackson County,50–59,Any,4193,0.0129896083133493,54.4654276578736
54037,West Virginia,Jefferson County,50–59,Any,8655,0.0129896083133493,112.425059952038
54039,West Virginia,Kanawha County,50–59,Any,24637,0.0129896083133493,320.024980015987
54041,West Virginia,Lewis County,50–59,Any,2300,0.0129896083133493,29.8760991207034
54043,West Virginia,Lincoln County,50–59,Any,2946,0.0129896083133493,38.267386091127
54045,West Virginia,Logan County,50–59,Any,4264,0.0129896083133493,55.3876898481214
54047,West Virginia,McDowell County,50–59,Any,2568,0.0129896083133493,33.357314148681
54049,West Virginia,Marion County,50–59,Any,6976,0.0129896083133493,90.6155075939247
54051,West Virginia,Marshall County,50–59,Any,4413,0.0129896083133493,57.3231414868105
54053,West Virginia,Mason County,50–59,Any,3712,0.0129896083133493,48.2174260591526
54055,West Virginia,Mercer County,50–59,Any,7443,0.0129896083133493,96.6816546762588
54057,West Virginia,Mineral County,50–59,Any,3813,0.0129896083133493,49.5293764988009
54059,West Virginia,Mingo County,50–59,Any,3404,0.0129896083133493,44.216626698641
54061,West Virginia,Monongalia County,50–59,Any,11219,0.0129896083133493,145.730415667466
54063,West Virginia,Monroe County,50–59,Any,1914,0.0129896083133493,24.8621103117506
54065,West Virginia,Morgan County,50–59,Any,2852,0.0129896083133493,37.0463629096722
54067,West Virginia,Nicholas County,50–59,Any,3495,0.0129896083133493,45.3986810551558
54069,West Virginia,Ohio County,50–59,Any,5445,0.0129896083133493,70.7284172661869
54071,West Virginia,Pendleton County,50–59,Any,1030,0.0129896083133493,13.3792965627498
54073,West Virginia,Pleasants County,50–59,Any,1137,0.0129896083133493,14.7691846522782
54075,West Virginia,Pocahontas County,50–59,Any,1286,0.0129896083133493,16.7046362909672
54077,West Virginia,Preston County,50–59,Any,4781,0.0129896083133493,62.103317346123
54079,West Virginia,Putnam County,50–59,Any,7842,0.0129896083133493,101.864508393285
54081,West Virginia,Raleigh County,50–59,Any,9082,0.0129896083133493,117.971622701838
54083,West Virginia,Randolph County,50–59,Any,4051,0.0129896083133493,52.620903277378
54085,West Virginia,Ritchie County,50–59,Any,1500,0.0129896083133493,19.4844124700239
54087,West Virginia,Roane County,50–59,Any,2014,0.0129896083133493,26.1610711430855
54089,West Virginia,Summers County,50–59,Any,1828,0.0129896083133493,23.7450039968025
54091,West Virginia,Taylor County,50–59,Any,2461,0.0129896083133493,31.9674260591526
54093,West Virginia,Tucker County,50–59,Any,1103,0.0129896083133493,14.3275379696243
54095,West Virginia,Tyler County,50–59,Any,1290,0.0129896083133493,16.7565947242206
54097,West Virginia,Upshur County,50–59,Any,3145,0.0129896083133493,40.8523181454835
54099,West Virginia,Wayne County,50–59,Any,5575,0.0129896083133493,72.4170663469224
54101,West Virginia,Webster County,50–59,Any,1210,0.0129896083133493,15.7174260591527
54103,West Virginia,Wetzel County,50–59,Any,2213,0.0129896083133493,28.746003197442
54105,West Virginia,Wirt County,50–59,Any,899,0.0129896083133493,11.677657873701
54107,West Virginia,Wood County,50–59,Any,11963,0.0129896083133493,155.394684252598
54109,West Virginia,Wyoming County,50–59,Any,2812,0.0129896083133493,36.5267785771382
55001,Wisconsin,Adams County,50–59,Any,3307,0.0129896083133493,42.9566346922461
55003,Wisconsin,Ashland County,50–59,Any,2218,0.0129896083133493,28.8109512390087
55005,Wisconsin,Barron County,50–59,Any,6424,0.0129896083133493,83.4452438049559
55007,Wisconsin,Bayfield County,50–59,Any,2370,0.0129896083133493,30.7853717026378
55009,Wisconsin,Brown County,50–59,Any,36248,0.0129896083133493,470.847322142285
55011,Wisconsin,Buffalo County,50–59,Any,2017,0.0129896083133493,26.2000399680255
55013,Wisconsin,Burnett County,50–59,Any,2403,0.0129896083133493,31.2140287769784
55015,Wisconsin,Calumet County,50–59,Any,7821,0.0129896083133493,101.591726618705
55017,Wisconsin,Chippewa County,50–59,Any,9323,0.0129896083133493,121.102118305356
55019,Wisconsin,Clark County,50–59,Any,4565,0.0129896083133493,59.2975619504396
55021,Wisconsin,Columbia County,50–59,Any,8719,0.0129896083133493,113.256394884093
55023,Wisconsin,Crawford County,50–59,Any,2413,0.0129896083133493,31.3439248601119
55025,Wisconsin,Dane County,50–59,Any,64541,0.0129896083133493,838.362310151877
55027,Wisconsin,Dodge County,50–59,Any,13729,0.0129896083133493,178.334332533973
55029,Wisconsin,Door County,50–59,Any,4097,0.0129896083133493,53.2184252597921
55031,Wisconsin,Douglas County,50–59,Any,6266,0.0129896083133493,81.3928856914467
55033,Wisconsin,Dunn County,50–59,Any,5437,0.0129896083133493,70.6245003996802
55035,Wisconsin,Eau Claire County,50–59,Any,12097,0.0129896083133493,157.135291766586
55037,Wisconsin,Florence County,50–59,Any,828,0.0129896083133493,10.7553956834532
55039,Wisconsin,Fond du Lac County,50–59,Any,14971,0.0129896083133493,194.467426059152
55041,Wisconsin,Forest County,50–59,Any,1313,0.0129896083133493,17.0553557154276
55043,Wisconsin,Grant County,50–59,Any,6285,0.0129896083133493,81.6396882494004
55045,Wisconsin,Green County,50–59,Any,5568,0.0129896083133493,72.3261390887289
55047,Wisconsin,Green Lake County,50–59,Any,2771,0.0129896083133493,35.9942046362909
55049,Wisconsin,Iowa County,50–59,Any,3680,0.0129896083133493,47.8017585931254
55051,Wisconsin,Iron County,50–59,Any,912,0.0129896083133493,11.8465227817746
55053,Wisconsin,Jackson County,50–59,Any,2997,0.0129896083133493,38.9298561151079
55055,Wisconsin,Jefferson County,50–59,Any,12645,0.0129896083133493,164.253597122302
55057,Wisconsin,Juneau County,50–59,Any,4142,0.0129896083133493,53.8029576338928
55059,Wisconsin,Kenosha County,50–59,Any,25246,0.0129896083133493,327.935651478816
55061,Wisconsin,Kewaunee County,50–59,Any,3107,0.0129896083133493,40.3587130295763
55063,Wisconsin,La Crosse County,50–59,Any,14376,0.0129896083133493,186.73860911271
55065,Wisconsin,Lafayette County,50–59,Any,2419,0.0129896083133493,31.421862509992
55067,Wisconsin,Langlade County,50–59,Any,3062,0.0129896083133493,39.7741806554756
55069,Wisconsin,Lincoln County,50–59,Any,4732,0.0129896083133493,61.4668265387689
55071,Wisconsin,Manitowoc County,50–59,Any,12352,0.0129896083133493,160.447641886491
55073,Wisconsin,Marathon County,50–59,Any,19709,0.0129896083133493,256.012190247801
55075,Wisconsin,Marinette County,50–59,Any,6464,0.0129896083133493,83.9648281374899
55077,Wisconsin,Marquette County,50–59,Any,2563,0.0129896083133493,33.2923661071143
55078,Wisconsin,Menominee County,50–59,Any,580,0.0129896083133493,7.53397282174259
55079,Wisconsin,Milwaukee County,50–59,Any,114079,0.0129896083133493,1481.84152677857
55081,Wisconsin,Monroe County,50–59,Any,6415,0.0129896083133493,83.3283373301358
55083,Wisconsin,Oconto County,50–59,Any,6443,0.0129896083133493,83.6920463629095
55085,Wisconsin,Oneida County,50–59,Any,5816,0.0129896083133493,75.5475619504395
55087,Wisconsin,Outagamie County,50–59,Any,27043,0.0129896083133493,351.277977617905
55089,Wisconsin,Ozaukee County,50–59,Any,13426,0.0129896083133493,174.398481215028
55091,Wisconsin,Pepin County,50–59,Any,1069,0.0129896083133493,13.8858912869704
55093,Wisconsin,Pierce County,50–59,Any,5836,0.0129896083133493,75.8073541167065
55095,Wisconsin,Polk County,50–59,Any,6980,0.0129896083133493,90.6674660271781
55097,Wisconsin,Portage County,50–59,Any,9287,0.0129896083133493,120.634492406075
55099,Wisconsin,Price County,50–59,Any,2220,0.0129896083133493,28.8369304556354
55101,Wisconsin,Racine County,50–59,Any,28945,0.0129896083133493,375.984212629896
55103,Wisconsin,Richland County,50–59,Any,2419,0.0129896083133493,31.421862509992
55105,Wisconsin,Rock County,50–59,Any,23063,0.0129896083133493,299.579336530775
55107,Wisconsin,Rusk County,50–59,Any,2215,0.0129896083133493,28.7719824140687
55109,Wisconsin,St. Croix County,50–59,Any,13225,0.0129896083133493,171.787569944045
55111,Wisconsin,Sauk County,50–59,Any,9016,0.0129896083133493,117.114308553157
55113,Wisconsin,Sawyer County,50–59,Any,2513,0.0129896083133493,32.6428856914468
55115,Wisconsin,Shawano County,50–59,Any,6377,0.0129896083133493,82.8347322142285
55117,Wisconsin,Sheboygan County,50–59,Any,16848,0.0129896083133493,218.848920863309
55119,Wisconsin,Taylor County,50–59,Any,3140,0.0129896083133493,40.7873701039168
55121,Wisconsin,Trempealeau County,50–59,Any,4213,0.0129896083133493,54.7252198241406
55123,Wisconsin,Vernon County,50–59,Any,4369,0.0129896083133493,56.7515987210231
55125,Wisconsin,Vilas County,50–59,Any,3579,0.0129896083133493,46.4898081534772
55127,Wisconsin,Walworth County,50–59,Any,14829,0.0129896083133493,192.622901678657
55129,Wisconsin,Washburn County,50–59,Any,2510,0.0129896083133493,32.6039168665067
55131,Wisconsin,Washington County,50–59,Any,21977,0.0129896083133493,285.472621902478
55133,Wisconsin,Waukesha County,50–59,Any,62126,0.0129896083133493,806.992406075139
55135,Wisconsin,Waupaca County,50–59,Any,8112,0.0129896083133493,105.37170263789
55137,Wisconsin,Waushara County,50–59,Any,3939,0.0129896083133493,51.1660671462829
55139,Wisconsin,Winnebago County,50–59,Any,23246,0.0129896083133493,301.956434852118
55141,Wisconsin,Wood County,50–59,Any,10978,0.0129896083133493,142.599920063949
56001,Wyoming,Albany County,50–59,Any,3320,0.0129896083133493,43.1254996003197
56003,Wyoming,Big Horn County,50–59,Any,1475,0.0129896083133493,19.1596722621902
56005,Wyoming,Campbell County,50–59,Any,5942,0.0129896083133493,77.1842525979216
56007,Wyoming,Carbon County,50–59,Any,1855,0.0129896083133493,24.095723421263
56009,Wyoming,Converse County,50–59,Any,1852,0.0129896083133493,24.0567545963229
56011,Wyoming,Crook County,50–59,Any,1092,0.0129896083133493,14.1846522781774
56013,Wyoming,Fremont County,50–59,Any,4937,0.0129896083133493,64.1296962430055
56015,Wyoming,Goshen County,50–59,Any,1691,0.0129896083133493,21.9654276578737
56017,Wyoming,Hot Springs County,50–59,Any,596,0.0129896083133493,7.74180655475618
56019,Wyoming,Johnson County,50–59,Any,1072,0.0129896083133493,13.9248601119104
56021,Wyoming,Laramie County,50–59,Any,12454,0.0129896083133493,161.772581934452
56023,Wyoming,Lincoln County,50–59,Any,2444,0.0129896083133493,31.7466027178257
56025,Wyoming,Natrona County,50–59,Any,9803,0.0129896083133493,127.337130295763
56027,Wyoming,Niobrara County,50–59,Any,258,0.0129896083133493,3.35131894484412
56029,Wyoming,Park County,50–59,Any,3890,0.0129896083133493,50.5295763389288
56031,Wyoming,Platte County,50–59,Any,1231,0.0129896083133493,15.990207833733
56033,Wyoming,Sheridan County,50–59,Any,3796,0.0129896083133493,49.3085531574739
56035,Wyoming,Sublette County,50–59,Any,1332,0.0129896083133493,17.3021582733813
56037,Wyoming,Sweetwater County,50–59,Any,5261,0.0129896083133493,68.3383293365307
56039,Wyoming,Teton County,50–59,Any,2928,0.0129896083133493,38.0335731414868
56041,Wyoming,Uinta County,50–59,Any,2434,0.0129896083133493,31.6167066346922
56043,Wyoming,Washakie County,50–59,Any,1085,0.0129896083133493,14.093725019984
56045,Wyoming,Weston County,50–59,Any,986,0.0129896083133493,12.8077537969624
1001,Alabama,Autauga County,60–69,Any,3237,0.0360013981125481,116.536525690318
1003,Alabama,Baldwin County,60–69,Any,15665,0.0360013981125481,563.961901433066
1005,Alabama,Barbour County,60–69,Any,1536,0.0360013981125481,55.2981475008739
1007,Alabama,Bibb County,60–69,Any,1363,0.0360013981125481,49.0699056274031
1009,Alabama,Blount County,60–69,Any,3683,0.0360013981125481,132.593149248515
1011,Alabama,Bullock County,60–69,Any,678,0.0360013981125481,24.4089479203076
1013,Alabama,Butler County,60–69,Any,1441,0.0360013981125481,51.8780146801818
1015,Alabama,Calhoun County,60–69,Any,7872,0.0360013981125481,283.403005941979
1017,Alabama,Chambers County,60–69,Any,2419,0.0360013981125481,87.0873820342539
1019,Alabama,Cherokee County,60–69,Any,2084,0.0360013981125481,75.0269136665503
1021,Alabama,Chilton County,60–69,Any,2886,0.0360013981125481,103.900034952814
1023,Alabama,Choctaw County,60–69,Any,959,0.0360013981125481,34.5253407899336
1025,Alabama,Clarke County,60–69,Any,1660,0.0360013981125481,59.7623208668299
1027,Alabama,Clay County,60–69,Any,947,0.0360013981125481,34.0933240125831
1029,Alabama,Cleburne County,60–69,Any,943,0.0360013981125481,33.9493184201329
1031,Alabama,Coffee County,60–69,Any,3219,0.0360013981125481,115.888500524292
1033,Alabama,Colbert County,60–69,Any,3873,0.0360013981125481,139.433414889899
1035,Alabama,Conecuh County,60–69,Any,955,0.0360013981125481,34.3813351974834
1037,Alabama,Coosa County,60–69,Any,961,0.0360013981125481,34.5973435861587
1039,Alabama,Covington County,60–69,Any,2761,0.0360013981125481,99.3998601887453
1041,Alabama,Crenshaw County,60–69,Any,982,0.0360013981125481,35.3533729465222
1043,Alabama,Cullman County,60–69,Any,5580,0.0360013981125481,200.887801468018
1045,Alabama,Dale County,60–69,Any,3147,0.0360013981125481,113.296399860189
1047,Alabama,Dallas County,60–69,Any,2813,0.0360013981125481,101.271932890598
1049,Alabama,DeKalb County,60–69,Any,4565,0.0360013981125481,164.346382383782
1051,Alabama,Elmore County,60–69,Any,5138,0.0360013981125481,184.975183502272
1053,Alabama,Escambia County,60–69,Any,2278,0.0360013981125481,82.0111849003846
1055,Alabama,Etowah County,60–69,Any,7022,0.0360013981125481,252.801817546313
1057,Alabama,Fayette County,60–69,Any,1168,0.0360013981125481,42.0496329954562
1059,Alabama,Franklin County,60–69,Any,1913,0.0360013981125481,68.8706745893045
1061,Alabama,Geneva County,60–69,Any,1968,0.0360013981125481,70.8507514854947
1063,Alabama,Greene County,60–69,Any,647,0.0360013981125481,23.2929045788186
1065,Alabama,Hale County,60–69,Any,1013,0.0360013981125481,36.4694162880112
1067,Alabama,Henry County,60–69,Any,1278,0.0360013981125481,46.0097867878365
1069,Alabama,Houston County,60–69,Any,6701,0.0360013981125481,241.245368752185
1071,Alabama,Jackson County,60–69,Any,3942,0.0360013981125481,141.917511359665
1073,Alabama,Jefferson County,60–69,Any,42629,0.0360013981125481,1534.70360013981
1075,Alabama,Lamar County,60–69,Any,1003,0.0360013981125481,36.1094023068857
1077,Alabama,Lauderdale County,60–69,Any,6394,0.0360013981125481,230.192939531633
1079,Alabama,Lawrence County,60–69,Any,2300,0.0360013981125481,82.8032156588606
1081,Alabama,Lee County,60–69,Any,8255,0.0360013981125481,297.191541419085
1083,Alabama,Limestone County,60–69,Any,5896,0.0360013981125481,212.264243271584
1085,Alabama,Lowndes County,60–69,Any,732,0.0360013981125481,26.3530234183852
1087,Alabama,Macon County,60–69,Any,1238,0.0360013981125481,44.5697308633345
1089,Alabama,Madison County,60–69,Any,23151,0.0360013981125481,833.468367703601
1091,Alabama,Marengo County,60–69,Any,1347,0.0360013981125481,48.4938832576023
1093,Alabama,Marion County,60–69,Any,1996,0.0360013981125481,71.858790632646
1095,Alabama,Marshall County,60–69,Any,6064,0.0360013981125481,218.312478154492
1097,Alabama,Mobile County,60–69,Any,26847,0.0360013981125481,966.529535127579
1099,Alabama,Monroe County,60–69,Any,1558,0.0360013981125481,56.09017825935
1101,Alabama,Montgomery County,60–69,Any,13899,0.0360013981125481,500.383432366306
1103,Alabama,Morgan County,60–69,Any,7848,0.0360013981125481,282.538972387278
1105,Alabama,Perry County,60–69,Any,634,0.0360013981125481,22.8248864033555
1107,Alabama,Pickens County,60–69,Any,1357,0.0360013981125481,48.8538972387278
1109,Alabama,Pike County,60–69,Any,1848,0.0360013981125481,66.5305837119889
1111,Alabama,Randolph County,60–69,Any,1683,0.0360013981125481,60.5903530234185
1113,Alabama,Russell County,60–69,Any,3521,0.0360013981125481,126.760922754282
1115,Alabama,St. Clair County,60–69,Any,5773,0.0360013981125481,207.83607130374
1117,Alabama,Shelby County,60–69,Any,13303,0.0360013981125481,478.926599091227
1119,Alabama,Sumter County,60–69,Any,900,0.0360013981125481,32.4012583012933
1121,Alabama,Talladega County,60–69,Any,5654,0.0360013981125481,203.551904928347
1123,Alabama,Tallapoosa County,60–69,Any,3203,0.0360013981125481,115.312478154492
1125,Alabama,Tuscaloosa County,60–69,Any,11945,0.0360013981125481,430.036700454387
