State,County,population,current_reported_cases,acute_beds,icu_beds,acute_util,icu_util
Oregon,Clackamas County,405788,21,308,54,0.70252992237013,1.76021210944444
Oregon,Clatsop County,38562,1,34,10,0.661938646470588,1.027970602
Oregon,Deschutes County,180640,10,160,24,0.6282762164375,1.88648064041667
Oregon,Douglas County,108323,3,93,34,0.71399704311828,1.03860985264706
Oregon,Grant County,7183,1,11,3,0.436828421818182,0.914255786666666
Oregon,Hood River County,23131,1,15,4,0.765687830666667,1.210538135
Oregon,Jackson County,214267,4,319,61,0.378681221630094,0.98531361147541
Oregon,Josephine County,85481,2,97,12,0.548569760412371,2.30693443666667
Oregon,Klamath County,66310,1,81,10,0.454422029259259,1.799569563
Oregon,Lane County,368882,5,391,62,0.496040030639386,1.46617351645161
Oregon,Lincoln County,47881,1,32,9,0.9998566875,1.811804
Oregon,Linn County,122870,25,57,11,1.12840017631579,2.70361726818182
Oregon,Marion County,335553,43,190,55,0.840632753157895,1.27019430727273
Oregon,Multnomah County,798647,33,982,214,0.38357900212831,0.668130560327103
Oregon,Umatilla County,76898,2,33,7,1.10445993,2.30025033
Oregon,Union County,26028,1,17,4,0.816815586470588,1.6821762575
Oregon,Washington County,581821,96,518,90,0.517386052818533,1.16103071822222
Oregon,Yamhill County,103820,7,58,11,0.897152985172414,2.10859789636364
Pennsylvania,Adams County,102023,6,56,8,1.01318850607143,3.3869667075
Pennsylvania,Allegheny County,1225561,88,2799,595,0.234165903576277,0.536023522504202
Pennsylvania,Armstrong County,66331,1,81,12,0.482797527901235,1.61345918666667
Pennsylvania,Beaver County,166896,7,152,30,0.631093018223684,1.60284970766667
Pennsylvania,Berks County,416642,20,591,71,0.359784237817259,1.37951866830986
Pennsylvania,Bradford County,61304,1,213,42,0.162526634366197,0.412129211428571
Pennsylvania,Bucks County,626370,86,585,88,0.590884674632479,1.79360346977273
Pennsylvania,Butler County,186566,12,157,35,0.649953600254777,1.34734385028571
Pennsylvania,Cambria County,134550,1,350,40,0.222292926114286,1.0151336465
Pennsylvania,Carbon County,63931,1,75,13,0.4969653168,1.38743394153846
Pennsylvania,Centre County,161443,8,164,44,0.435948516036585,0.703698712954545
Pennsylvania,Chester County,517156,54,566,88,0.465472350724382,1.29871192602273
Pennsylvania,Clearfield County,80216,2,114,27,0.401625132807018,0.815164624444444
Pennsylvania,Columbia County,66220,1,30,12,1.16751451366667,1.4160253825
Pennsylvania,Cumberland County,247433,13,392,67,0.331527700943878,0.915560316865671
Pennsylvania,Dauphin County,274515,10,718,170,0.19586838816156,0.367608042941177
Pennsylvania,Delaware County,563527,101,791,138,0.35786327045512,0.940123065724638
Pennsylvania,Erie County,275972,4,381,69,0.37204996976378,0.955308717681159
Pennsylvania,Fayette County,132289,4,108,17,0.702221401666667,2.18395580117647
Pennsylvania,Franklin County,153751,5,207,33,0.39783943763285,1.21113777
Pennsylvania,Lackawanna County,211454,18,414,48,0.278538732342995,1.203495516875
Pennsylvania,Lancaster County,538347,12,614,86,0.441075958713355,1.52566931802326
Pennsylvania,Lawrence County,87382,1,78,6,0.64588526974359,4.33895316
Pennsylvania,Lebanon County,138674,3,73,18,1.00636917273973,2.03274057722222
Pennsylvania,Lehigh County,362613,38,609,121,0.298985543973727,0.702205402644628
Pennsylvania,Luzerne County,317884,27,510,97,0.34141748127451,0.899167057216495
Pennsylvania,Lycoming County,114859,1,180,34,0.342979337777778,0.879322329411765
Pennsylvania,Mercer County,112630,2,78,13,0.819027117564102,2.54048191
Pennsylvania,Monroe County,167586,51,232,36,0.388610887198276,1.06443011583333
Pennsylvania,Montgomery County,821301,172,982,179,0.438769004796334,1.13129171670391
Pennsylvania,Montour County,18294,4,225,58,0.0461337881333333,0.0924553046551724
Pennsylvania,Northampton County,301778,44,556,93,0.291886391151079,0.83548340344086
Pennsylvania,Philadelphia County,1575522,257,3130,687,0.227406473182109,0.437013375458515
Pennsylvania,Potter County,16937,1,16,4,0.63445406625,1.304853735
Pennsylvania,Schuylkill County,143555,6,125,14,0.6484787616,2.84872034285714
Pennsylvania,Somerset County,74949,2,107,14,0.411463300560748,1.58606691714286
Pennsylvania,Warren County,40035,1,41,6,0.586862359268293,2.02730887833333
Pennsylvania,Washington County,207547,10,275,48,0.427978253454545,1.18015208958333
Pennsylvania,Wayne County,51536,4,54,8,0.590278244814815,1.9550468475
Pennsylvania,Westmoreland County,354751,16,287,49,0.736308484355401,2.18809785693878
Pennsylvania,York County,444014,20,536,90,0.43409782391791,1.15350173755556
Rhode Island,Kent County,163861,7,204,15,0.447709567647059,2.84261121333333
Rhode Island,Newport County,83075,10,57,10,0.843759884035088,2.363283661
Rhode Island,Providence County,634533,75,576,84,0.532748845555556,1.63980470190476
Rhode Island,Washington County,126242,10,134,17,0.532464256268657,1.99983645058824
South Carolina,Abbeville County,24657,3,19,6,0.732647746842105,1.15222046833333
South Carolina,Aiken County,166926,2,153,21,0.586923711764706,1.99405152857143
South Carolina,Anderson County,195995,19,215,48,0.478135534418605,0.962350835416667
South Carolina,Beaufort County,182658,26,162,24,0.673918464382716,2.42422119875
South Carolina,Charleston County,394708,52,998,216,0.197840555721443,0.386086182361111
South Carolina,Chester County,32326,1,30,6,0.578372746,1.32069960333333
South Carolina,Chesterfield County,46024,3,26,6,0.943791173461538,1.77094158166667
South Carolina,Clarendon County,34017,5,36,6,0.554492670277778,1.62794231166667
South Carolina,Colleton County,37568,1,84,8,0.245900655833333,1.19473561375
South Carolina,Darlington County,67253,8,83,12,0.431678651325301,1.33301516166667
South Carolina,Dillon County,30871,1,18,4,0.847451493888889,1.6223207775
South Carolina,Florence County,138561,5,575,171,0.121212217930435,0.176953419239766
South Carolina,Georgetown County,61605,2,98,10,0.39913322622449,2.024932383
South Carolina,Greenville County,498402,50,778,192,0.314228104845758,0.538696064739583
South Carolina,Greenwood County,70264,2,164,30,0.217812960670732,0.567745815
South Carolina,Horry County,320915,20,512,157,0.37401575484375,0.566161487388535
South Carolina,Jasper County,27900,2,21,4,0.706647369047619,1.5518413125
South Carolina,Kershaw County,64361,63,60,20,0.576917252333333,0.767614743
South Carolina,Lancaster County,89546,6,98,20,0.503329522653061,1.160312839
South Carolina,Lexington County,286316,18,310,55,0.463486472709677,1.09615660836364
South Carolina,Marion County,31562,1,88,12,0.194315854318182,0.643083735
South Carolina,Newberry County,38068,1,37,7,0.553115431891892,1.36401700285714
South Carolina,Oconee County,76696,2,65,32,0.695348239846154,0.6939667003125
South Carolina,Orangeburg County,88454,9,139,22,0.337672861798561,0.988006009545454
South Carolina,Pickens County,122746,6,86,15,0.690936301860465,1.758634536
South Carolina,Richland County,408263,59,601,271,0.296493981397671,0.253749805092251
South Carolina,Spartanburg County,302195,9,503,87,0.298424312465209,0.746000699195402
South Carolina,Sumter County,106995,10,93,17,0.557286009569893,1.33933771235294
South Carolina,York County,258641,18,187,32,0.669642592941177,1.516579535
South Dakota,Beadle County,18374,13,15,6,0.610395566,0.785557751666667
South Dakota,Bon Homme County,6969,1,26,1,0.149204880384615,2.10959311
South Dakota,Brookings County,34239,1,39,2,0.338229806153846,2.74784378
South Dakota,Brown County,38840,2,34,6,0.560883091176471,1.52654581666667
South Dakota,Charles Mix County,9344,1,35,2,0.129046944857143,1.201608465
South Dakota,Codington County,27993,1,48,8,0.293112351041667,0.84977089375
South Dakota,Davison County,19901,2,32,8,0.31631499625,0.658423765
South Dakota,Lincoln County,54914,1,11,53,2.14056323272727,0.175231215849057
South Dakota,Meade County,27424,1,22,2,0.594228863181818,2.673242505
South Dakota,Minnehaha County,186749,13,498,61,0.168172273634538,0.553168159508197
South Dakota,Pennington County,109294,1,217,27,0.257787428341014,0.94028215
Tennessee,Anderson County,75775,3,171,25,0.245860491754386,0.8086918364
Tennessee,Bedford County,47558,1,33,8,0.692604591212121,1.24337731125
Tennessee,Blount County,128443,3,117,24,0.612300233675214,1.39876886083333
Tennessee,Bradley County,104557,3,113,24,0.468354158584071,0.986025836666667
Tennessee,Campbell County,39687,2,148,6,0.150653762905405,1.781515515
Tennessee,Carroll County,28018,3,10,3,1.530562968,2.53915010666667
Tennessee,Claiborne County,31613,1,28,5,0.626284225714286,1.612286336
Tennessee,Cumberland County,58634,3,61,12,0.633593350327869,1.81854046916667
Tennessee,Davidson County,684017,188,640,178,0.474016625703125,0.649093031179775
Tennessee,Dyer County,37576,2,95,14,0.202109193368421,0.620569045
Tennessee,Gibson County,49175,2,17,3,1.49610723941176,4.11524897666667
Tennessee,Greene County,68669,7,50,16,0.7955123162,1.188333386875
Tennessee,Hamblen County,63740,2,88,12,0.379179935568182,1.2571304725
Tennessee,Hamilton County,357546,15,736,209,0.251324839089674,0.405286930287081
Tennessee,Hawkins County,56402,1,16,2,2.021337479375,7.335695165
Tennessee,Knox County,456185,20,842,127,0.264787849489311,0.760679848267717
Tennessee,Loudon County,51610,3,25,5,1.2747708764,3.353863618
Tennessee,Madison County,97682,1,191,77,0.256108076020942,0.282229058181818
Tennessee,Maury County,89776,7,83,26,0.549009031084337,0.737912323846154
Tennessee,Roane County,52897,1,46,6,0.697334710434783,2.59025055333333
Tennessee,Robertson County,69344,15,37,8,0.92704485945946,1.697235025
Tennessee,Sevier County,96287,2,42,8,1.26093457809524,3.018047215
Tennessee,Shelby County,937005,117,1728,394,0.24839368072338,0.431272258147208
Tennessee,Sullivan County,156734,2,305,64,0.297429916459016,0.695533835625
Tennessee,Sumner County,179473,36,85,20,1.061023936,1.883458272
Tennessee,Tipton County,61446,6,22,8,1.33948364681818,1.47517872125
Tennessee,Washington County,127055,7,398,61,0.166911570552764,0.497669588852459
Texas,Atascosa County,48828,2,37,4,0.60442302972973,2.431354475
Texas,Bell County,342236,19,532,126,0.25231219018797,0.399722101746032
Texas,Bexar County,1925865,84,2359,576,0.347710165353964,0.558253472100695
Texas,Bowie County,93858,1,394,60,0.11795984177665,0.341237039
Texas,Brazoria County,353999,19,126,18,1.24656643785714,3.20146826833333
Texas,Brazos County,219193,12,286,52,0.267219215839161,0.530439120576923
Texas,Brown County,37834,2,127,13,0.159679843070866,0.756298456153846
Texas,Burnet County,45750,1,45,8,0.587616632666667,1.65347894125
Texas,Cameron County,421750,6,546,119,0.319042476593407,0.633818384705882
Texas,Collin County,944350,66,997,314,0.416575177903711,0.451472189904459
Texas,Comal County,135097,5,78,20,0.940980786282051,1.6532694335
Texas,Coryell County,75389,1,22,3,1.31608915227273,3.39247621666667
Texas,Dallas County,2586552,247,3576,772,0.301605232667785,0.504040152823834
Texas,Deaf Smith County,18899,2,26,2,0.300410963076923,1.68180248
Texas,Denton County,807047,70,627,107,0.547689295295056,1.0456018864486
Texas,DeWitt County,20435,1,15,4,0.742022928666667,1.3370340175
Texas,El Paso County,837654,14,894,222,0.388608806118568,0.637903546531532
Texas,Ellis County,168838,7,140,18,0.5507532865,1.60877221611111
Texas,Erath County,41482,1,34,5,0.519069155588235,1.595959742
Texas,Fannin County,34175,1,23,2,0.805107081304348,4.411148565
Texas,Fort Bend County,739342,46,758,110,0.42738347641161,0.994178226181818
Texas,Galveston County,327089,18,281,57,0.559628665480427,1.11147868421053
Texas,Grayson County,128560,2,322,72,0.206991971428571,0.424033405555556
Texas,Gregg County,123494,1,110,24,0.520821182363636,1.08468041416667
Texas,Guadalupe County,155137,3,54,9,1.33266380388889,3.19911495444444
Texas,Harris County,4602523,119,6771,1473,0.280869279582041,0.452459414765784
Texas,Hays County,204150,9,128,42,0.653531643828125,0.702189990238095
Texas,Hidalgo County,849389,2,885,173,0.358920874282486,0.742493909017341
Texas,Hopkins County,36240,1,36,8,0.515826769166667,1.08332828875
Texas,Hunt County,92152,1,80,16,0.572082834,1.244577705
Texas,Jefferson County,255210,3,572,92,0.209840369947552,0.555127156413044
Texas,Johnson County,163475,3,167,29,0.462854424251497,1.05912624655172
Texas,Kaufman County,118910,2,29,8,1.82979049965517,2.52092443875
Texas,Lamar County,49532,1,76,37,0.343156415789474,0.338663848648649
Texas,Lavaca County,19941,1,45,3,0.250069706,2.08015441
Texas,Limestone County,23515,1,63,6,0.19714671968254,0.965012776666667
Texas,Lubbock County,301454,11,617,210,0.201227432576985,0.246686924285714
Texas,Matagorda County,36743,6,47,6,0.389906368297872,1.414855115
Texas,Maverick County,57970,1,56,10,0.406275457857143,0.932848436
Texas,McLennan County,248429,23,110,24,1.00012297090909,2.03377555
Texas,Midland County,164194,3,157,24,0.423123412802548,1.07956142458333
Texas,Montgomery County,554445,31,571,100,0.448896942539405,0.9769596581
Texas,Nueces County,360486,21,696,118,0.239321894137931,0.592746370169492
Texas,Parker County,129802,1,52,20,1.27011395942308,1.3535037055
Texas,Potter County,120899,2,446,158,0.116111464843049,0.131246687848101
Texas,Smith County,225015,14,700,129,0.155185899228571,0.38163822124031
Texas,Tarrant County,2019977,90,2142,525,0.405329168468721,0.605266135504762
Texas,Tom Green County,117466,1,195,29,0.274921569230769,0.84286324137931
Texas,Travis County,1203166,119,1197,314,0.41730056855472,0.526916335796178
Texas,Walker County,71539,1,75,6,0.431826763066667,2.11029712833333
Texas,Webb County,272053,4,288,66,0.33994394,0.548374170909091
Texas,Wharton County,41551,3,22,4,0.919795142272727,2.4074617175
Texas,Wichita County,131818,5,256,24,0.234870331367188,1.13371688208333
Texas,Williamson County,527057,22,371,108,0.624377404959569,0.799989284814815
Texas,Wilson County,48198,1,22,4,1.111273465,2.5591134425
Utah,Cache County,122336,4,47,15,0.869644195957447,1.05481751933333
Utah,Davis County,340621,35,67,12,1.92417481223881,3.96729313166667
Utah,Salt Lake County,1120805,154,827,239,0.548824456747279,0.704297172677824
Utah,Summit County,40511,97,27,4,0.719237846296296,1.5896345375
Utah,Tooele County,65185,3,24,4,1.02459555416667,2.084469175
Utah,Utah County,590440,19,157,64,1.16048697044586,0.994228213125
Utah,Washington County,160537,1,95,32,0.845806210631579,1.3500312496875
Utah,Weber County,247731,4,88,16,1.16271114784091,2.523257436875
Vermont,Chittenden County,162052,55,273,42,0.284756397765568,0.79268579547619
Vermont,Orleans County,26911,3,14,5,1.14157975857143,1.568252676
Vermont,Rutland County,59273,16,79,13,0.443974763924051,1.27843105
Vermont,Washington County,58477,5,47,14,0.697676469148936,1.06403899642857
Vermont,Windham County,43150,7,48,5,0.541568159583333,2.451761668
Vermont,Windsor County,55427,17,43,7,0.792261560697675,2.32759755571429
Virginia,Accomack County,32742,1,11,5,1.76829830818182,1.934069722
Virginia,Albemarle County,106355,6,108,12,0.503559298148148,2.13547298333333
Virginia,Alexandria City,156505,9,210,34,0.339496591095238,0.732870760882353
Virginia,Arlington County,231803,46,187,34,0.531979572941177,1.01314176058824
Virginia,Bedford County,77908,2,28,6,1.64592240321429,3.58438545166667
Virginia,Charlottesville City,47042,6,336,89,0.0572207529464286,0.0825078315730337
Virginia,Chesapeake City,237820,3,242,28,0.463986935123967,1.53445148928571
Virginia,Culpeper County,50450,2,50,6,0.505798211,1.74765324166667
Virginia,Fairfax County,1143529,77,740,158,0.735694252540541,1.31289324759494
Virginia,Franklin County,56233,1,14,4,2.43733461,3.988148865
Virginia,Fredericksburg City,28469,1,299,38,0.0376567238795987,0.114563672631579
Virginia,Gloucester County,37161,2,24,6,0.886711100833333,1.56102393
Virginia,Halifax County,34779,1,40,12,0.51254187375,0.892040420833334
Virginia,Hanover County,104449,2,195,24,0.287757385282051,1.00470124458333
Virginia,Harrisonburg City,53391,2,168,16,0.10706878577381,0.442171499375
Virginia,James City County,74153,41,116,16,0.384012957758621,1.49739230625
Virginia,Loudoun County,385143,20,43,23,3.72547740906977,2.22693571347826
Virginia,Mecklenburg County,30847,3,56,10,0.342191761607143,1.040004135
Virginia,Newport News City,180145,4,196,33,0.406930992908163,0.966132284545455
Virginia,Norfolk City,245592,5,412,82,0.241523951796117,0.467791364146342
Virginia,Prince Edward County,22956,2,56,8,0.187049474464286,0.63661742875
Virginia,Prince William County,456749,32,131,16,1.46804315961832,3.873302880625
Virginia,Richmond City,223787,13,645,145,0.156999476,0.281806675724138
Virginia,Rockbridge County,22509,1,13,2,1.08542082923077,3.80609961
Virginia,Shenandoah County,43045,3,21,4,1.16348405,3.0299037375
Virginia,Stafford County,144012,6,57,6,1.09752963824561,3.44731677
Virginia,Suffolk City,89160,1,127,12,0.342446636614173,1.4435297625
Virginia,Virginia Beach City,450135,23,292,40,0.718065597808219,2.119505136
Washington,Benton County,194168,10,198,28,0.460128998181818,1.38527029857143
Washington,Chelan County,75757,10,150,20,0.265966919866667,0.945410101
Washington,Clallam County,74487,4,64,19,0.757723681875,1.41949970315789
Washington,Clark County,465384,16,329,80,0.691148948784195,1.167261823125
Washington,Cowlitz County,105112,3,126,18,0.447270424920635,1.48441702555556
Washington,Jefferson County,30856,10,15,6,1.58980029133333,2.14702093833333
Washington,King County,2163257,1359,2105,469,0.484526505539192,0.85286020434968
Washington,Kitsap County,262475,27,119,20,1.15013726033613,2.957100801
Washington,Kittitas County,44825,6,13,6,1.62472144538462,1.55422186833333
Washington,Lewis County,76947,2,73,6,0.591438532876713,3.47437951666667
Washington,Mason County,62627,2,13,6,2.88883628923077,3.00481304
Washington,Pierce County,859840,155,642,229,0.626456565031153,0.706809193231441
Washington,Skagit County,123907,63,175,31,0.385512524628571,1.05291574806452
Washington,Snohomish County,786620,634,314,85,1.20846357745223,1.71368572564706
Washington,Spokane County,497875,54,699,113,0.35175988527897,0.949554603451327
Washington,Stevens County,44214,2,33,4,0.812580967575758,3.1661345175
Washington,Thurston County,274684,14,194,32,0.723180910927835,1.8886751025
Washington,Walla Walla County,60236,2,51,14,0.585395203333333,1.03778747357143
Washington,Whatcom County,216812,66,130,24,0.828029557307692,1.99161448125
Washington,Whitman County,48593,2,33,2,0.52088183030303,3.4815398
Washington,Yakima County,249325,51,126,38,0.852715007380952,1.21519655447368
West Virginia,Berkeley County,113495,2,151,30,0.371778480728477,0.734067313666667
West Virginia,Harrison County,68209,3,167,20,0.223410974251497,0.867807865
West Virginia,Jefferson County,56179,3,16,5,1.8255754925,2.322710424
West Virginia,Kanawha County,185710,5,783,138,0.133204276947637,0.356060080797101
West Virginia,Logan County,33801,1,86,12,0.218636758255814,0.704801565833333
West Virginia,Marshall County,31645,2,5,9,3.714444594,0.997594114444444
West Virginia,Mercer County,60486,2,153,35,0.222186084705882,0.484624258285714
West Virginia,Monongalia County,105252,18,329,116,0.134702702917933,0.149258799482759
West Virginia,Preston County,33837,2,23,2,0.822855653478261,4.125619985
West Virginia,Raleigh County,76232,1,264,35,0.160443302234848,0.570703091714286
West Virginia,Wood County,85556,1,120,26,0.39889600675,0.871082276538462
Wisconsin,Brown County,259786,3,338,73,0.368236519142012,0.70930461
Wisconsin,Chippewa County,63635,1,67,6,0.503642505522388,2.58215368833333
Wisconsin,Columbia County,56954,5,16,5,1.923755453125,2.75035055
Wisconsin,Dane County,529843,88,578,144,0.417048088581315,0.666764130555556
Wisconsin,Dodge County,87776,3,89,13,0.532169154719101,1.65034886384615
Wisconsin,Eau Claire County,102991,5,226,40,0.211300362831858,0.5297427
Wisconsin,Fond du Lac County,102315,18,100,11,0.5462132907,2.30515372090909
Wisconsin,Green County,36864,1,44,6,0.454585712045455,1.53006311166667
Wisconsin,Iowa County,23620,3,15,3,0.861097895333334,1.86467385666667
Wisconsin,Jefferson County,84652,5,33,4,1.33627965121212,4.6757703775
Wisconsin,Kenosha County,168330,14,145,43,0.561561106413793,0.776231385348837
Wisconsin,La Crosse County,117850,10,223,38,0.253441172331839,0.670931541315789
Wisconsin,Marathon County,135264,1,135,31,0.521993515111111,1.04055404709677
Wisconsin,Milwaukee County,954209,290,1399,374,0.306972189835597,0.487038974385027
Wisconsin,Outagamie County,184754,4,180,52,0.498130124388889,0.720668030961538
Wisconsin,Ozaukee County,88284,20,148,42,0.33094803195946,0.548997887380953
Wisconsin,Racine County,195398,7,195,33,0.51374189025641,1.31723216363636
Wisconsin,Rock County,161769,4,84,16,0.975053329880952,2.267288768125
Wisconsin,Sauk County,63596,6,72,10,0.469077228055556,1.560944958
Wisconsin,Sheboygan County,115205,7,68,13,0.897467338676471,2.15544776692308
Wisconsin,St. Croix County,87917,4,45,3,0.947396610444445,5.53396084333334
Wisconsin,Walworth County,103013,5,41,14,1.28807041707317,1.67971235
Wisconsin,Washington County,134535,21,62,12,1.16828861032258,2.69830301333333
Wisconsin,Waukesha County,398879,42,300,74,0.7271144858,1.34798046297297
Wisconsin,Winnebago County,169926,5,177,34,0.476324167514124,1.10061065735294
Wisconsin,Wood County,73274,1,188,28,0.217693320106383,0.725904850714286
Wyoming,Campbell County,47708,1,16,11,1.254358603125,0.562880213636364
Wyoming,Fremont County,40076,14,66,6,0.313341196363636,1.54423350666667
Wyoming,Laramie County,97692,12,120,15,0.396567216916667,1.37923626466667
Wyoming,Natrona County,80610,6,208,14,0.185094844951923,1.16048444642857
Wyoming,Park County,29121,1,36,5,0.4721034225,1.673839358
Wyoming,Sweetwater County,44117,1,62,6,0.312669324354839,1.148135315
Wyoming,Teton County,23059,6,30,6,0.380882260333333,0.715545365
